	EnsemblID	GeneSymbol	Description
3659	ENSG00000256286	LOC105370061	uncharacterized LOC105370061
3660	ENSG00000307311		
3661	ENSG00000212558	LOC124900536	uncharacterized LOC124900536
3662	ENSG00000214866	DCDC2C	doublecortin domain containing 2C
3663	ENSG00000232908	HSD17B7P1	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 1
3664	ENSG00000271547		
3665	ENSG00000251781	RNA5SP356	RNA, 5S ribosomal pseudogene 356
3666	ENSG00000233555	RPL7AP46	ribosomal protein L7a pseudogene 46
3667	ENSG00000295704		
3668	ENSG00000266863	RN7SL123P	RNA, 7SL, cytoplasmic 123, pseudogene
3669	ENSG00000205863	C1QTNF9B	C1q and TNF related 9B
3670	ENSG00000233718	MYCNOS	MYCN opposite strand
3671	ENSG00000223536		
3672	ENSG00000267589	RPL32P37	ribosomal protein L32 pseudogene 37
3673	ENSG00000214815	IMPDH1P3	inosine monophosphate dehydrogenase 1 pseudogene 3
3674	ENSG00000252003	RNU7-154P	RNA, U7 small nuclear 154 pseudogene
3675	ENSG00000230142	LINC01075	long intergenic non-protein coding RNA 1075
3676	ENSG00000237849	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1
3677	ENSG00000233405	LINC01046	long intergenic non-protein coding RNA 1046
3678	ENSG00000308758		
3679	ENSG00000309015		
3680	ENSG00000223807	BOLA3P4	bolA family member 3 pseudogene 4
3681	ENSG00000268541	VN1R88P	vomeronasal 1 receptor 88 pseudogene
3682	ENSG00000207274	SNORA70I	small nucleolar RNA, H/ACA box 70I
3683	ENSG00000288898	LOC124906119	uncharacterized LOC124906119
3684	ENSG00000287275		
3685	ENSG00000269763	EXOSC3P2	exosome component 3 pseudogene 2
3686	ENSG00000294875		
3687	ENSG00000303751		
3688	ENSG00000275239	FAM242F	family with sequence similarity 242 member F
3689	ENSG00000305582		
3690	ENSG00000238189	ENOX1-AS2	ENOX1 antisense RNA 2
3691	ENSG00000298559		
3692	ENSG00000279314		
3693	ENSG00000127399	LRRC61	leucine rich repeat containing 61
3694	ENSG00000301866		
3695	ENSG00000267264	VN1R95P	vomeronasal 1 receptor 95 pseudogene
3696	ENSG00000131142	CCL25	C-C motif chemokine ligand 25
3697	ENSG00000225988	LAMP5-AS1	LAMP5 antisense RNA 1
3698	ENSG00000196209	SIRPB2	signal regulatory protein beta 2
3699	ENSG00000305520		
3700	ENSG00000261437	LINC02894	long intergenic non-protein coding RNA 2894
3701	ENSG00000303290		
3702	ENSG00000258313		
3703	ENSG00000258224		
3704	ENSG00000300059		
3705	ENSG00000186458	DEFB132	defensin beta 132
3706	ENSG00000253633	LINC03047	long intergenic non-protein coding RNA 3047
3707	ENSG00000253328	SUMO2P19	SUMO2 pseudogene 19
3708	ENSG00000226341	MTCYBP39	MT-CYB pseudogene 39
3709	ENSG00000306515	LOC124902965	uncharacterized LOC124902965
3710	ENSG00000309969		
3711	ENSG00000305946		
3712	ENSG00000235914	MACROD2-AS1	MACROD2 antisense RNA 1
3713	ENSG00000186281	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial
3714	ENSG00000297570		
3715	ENSG00000116176	TPSG1	tryptase gamma 1
3716	ENSG00000189275	LINC01164	long intergenic non-protein coding RNA 1164
3717	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
3718	ENSG00000238188	SPRING1P2	SPRING1 pseudogene 2
3719	ENSG00000232787	OR7L1P	olfactory receptor family 7 subfamily L member 1 pseudogene
3720	ENSG00000252170	LOC124900503	small nucleolar RNA SNORD112
3721	ENSG00000284309		
3722	ENSG00000297515		
3723	ENSG00000275222	Metazoa_SRP	Metazoan signal recognition particle RNA
3724	ENSG00000180909	OR52B1P	olfactory receptor family 52 subfamily B member 1 pseudogene
3725	ENSG00000278704		
3726	ENSG00000278523	Y_RNA	Y RNA
3727	ENSG00000242912	RN7SL384P	RNA, 7SL, cytoplasmic 384, pseudogene
3728	ENSG00000253848	RBM12B-DT	RBM12B divergent transcript
3729	ENSG00000294297		
3730	ENSG00000207387	Y_RNA	Y RNA
3731	ENSG00000302445		
3732	ENSG00000293966		
3733	ENSG00000255040	MORF4L1P3	mortality factor 4 like 1 pseudogene 3
3734	ENSG00000307397		
3735	ENSG00000258133	LOC101060021	ADP-ribosylation factor 1-like
3736	ENSG00000258907	PSMB3P1	proteasome subunit beta 3 pseudogene 1
3737	ENSG00000287927	LOC107986954	uncharacterized LOC107986954
3738	ENSG00000300870		
3739	ENSG00000294766		
3740	ENSG00000280997	CCAT2	colon cancer associated transcript 2
3741	ENSG00000149635	OCSTAMP	osteoclast stimulatory transmembrane protein
3742	ENSG00000288960		
3743	ENSG00000297080		
3744	ENSG00000254172	RNU5A-3P	RNA, U5A small nuclear 3, pseudogene
3745	ENSG00000187116	LILRA5	leukocyte immunoglobulin like receptor A5
3746	ENSG00000297697		
3747	ENSG00000229781	RRN3P4	RRN3 pseudogene 4
3748	ENSG00000224231	LINC01832	long intergenic non-protein coding RNA 1832
3749	ENSG00000178171	AMER3	APC membrane recruitment protein 3
3750	ENSG00000299405		
3751	ENSG00000180259	PRNT	prion locus lncRNA, testis expressed
3752	ENSG00000101098	RIMS4	regulating synaptic membrane exocytosis 4
3753	ENSG00000301349		
3754	ENSG00000225458		
3755	ENSG00000290996	DEFB122	defensin beta 122 (pseudogene)
3756	ENSG00000276362		
3757	ENSG00000279551		
3758	ENSG00000200975	RNU1-7P	RNA, U1 small nuclear 7, pseudogene
3759	ENSG00000235064	SLC25A5P2	solute carrier family 25 member 5 pseudogene 2
3760	ENSG00000230737	LOC124907748	uncharacterized LOC124907748
3761	ENSG00000229462	WDR4P2	WDR4 pseudogene 2
3762	ENSG00000309553		
3763	ENSG00000251889	RNU4-49P	RNA, U4 small nuclear 49, pseudogene
3764	ENSG00000237442	HNRNPA1P57	heterogeneous nuclear ribonucleoprotein A1 pseudogene 57
3765	ENSG00000246528	SLCO5A1-AS1	SLCO5A1 antisense RNA 1
3766	ENSG00000295404		
3767	ENSG00000271579		
3768	ENSG00000309108		
3769	ENSG00000301313		
3770	ENSG00000294870	LOC124907824	uncharacterized LOC124907824
3771	ENSG00000299640		
3772	ENSG00000304997		
3773	ENSG00000211673	IGLV3-1	immunoglobulin lambda variable 3-1
3774	ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase
3775	ENSG00000268926		
3776	ENSG00000275465	LOC158434	uncharacterized LOC158434
3777	ENSG00000239183	SNORA84	small nucleolar RNA, H/ACA box 84
3778	ENSG00000294992		
3779	ENSG00000305724		
3780	ENSG00000275026	GXYLT1P4	GXYLT1 pseudogene 4
3781	ENSG00000266373		
3782	ENSG00000297276	LOC105371961	uncharacterized LOC105371961
3783	ENSG00000237787	LINC02877	long intergenic non-protein coding RNA 2877
3784	ENSG00000287706	LOC102724289	uncharacterized LOC102724289
3785	ENSG00000240012	SLC9A9-AS1	SLC9A9 antisense RNA 1
3786	ENSG00000242671	LINC02010	long intergenic non-protein coding RNA 2010
3787	ENSG00000258828	KRT8P2	keratin 8 pseudogene 2
3788	ENSG00000299510		
3789	ENSG00000279090		
3790	ENSG00000269994	LINC02893	long intergenic non-protein coding RNA 2893
3791	ENSG00000296594		
3792	ENSG00000200102	RNU6-252P	RNA, U6 small nuclear 252, pseudogene
3793	ENSG00000308449		
3794	ENSG00000275805		
3795	ENSG00000236691	NDUFA4P2	NDUFA4 pseudogene 2
3796	ENSG00000308413		
3797	ENSG00000310272		
3798	ENSG00000171840	NINJ2	ninjurin 2
3799	ENSG00000227658		
3800	ENSG00000299316		
3801	ENSG00000235227	VN1R38P	vomeronasal 1 receptor 38 pseudogene
3802	ENSG00000302313		
3803	ENSG00000228440	MTND5P6	MT-ND5 pseudogene 6
3804	ENSG00000230936	LOC100129276	RNA exonuclease 1 homolog
3805	ENSG00000232944		
3806	ENSG00000295027		
3807	ENSG00000299430		
3808	ENSG00000100450	GZMH	granzyme H
3809	ENSG00000233365	LOC101929297	uncharacterized LOC101929297
3810	ENSG00000287656		
3811	ENSG00000303736		
3812	ENSG00000234777	LINC02529	long intergenic non-protein coding RNA 2529
3813	ENSG00000308691	LOC105376318	uncharacterized LOC105376318
3814	ENSG00000290646		
3815	ENSG00000296664		
3816	ENSG00000223986	COX6A1P5	COX6A1 pseudogene 5
3817	ENSG00000106038	EVX1	even-skipped homeobox 1
3818	ENSG00000305074		
3819	ENSG00000310478		
3820	ENSG00000300569		
3821	ENSG00000305012		
3822	ENSG00000181518	OR8D4	olfactory receptor family 8 subfamily D member 4
3823	ENSG00000297111		
3824	ENSG00000203987	CACNA1B-AS2	CACNA1B antisense RNA 2
3825	ENSG00000231720	LOC102724220	uncharacterized LOC102724220
3826	ENSG00000225175	HRGP1	HRG pseudogene 1
3827	ENSG00000293811		
3828	ENSG00000231328	TPT1P7	TPT1 pseudogene 7
3829	ENSG00000309095		
3830	ENSG00000236195	MRM3P2	MRM3 pseudogene 2
3831	ENSG00000282041		
3832	ENSG00000295601		
3833	ENSG00000286966		
3834	ENSG00000250561	OR7E59P	olfactory receptor family 7 subfamily E member 59 pseudogene
3835	ENSG00000236461	LOC101928748	uncharacterized LOC101928748
3836	ENSG00000261713	SSTR5-AS1	SSTR5 antisense RNA 1
3837	ENSG00000263821		
3838	ENSG00000297624		
3839	ENSG00000242568		
3840	ENSG00000303441		
3841	ENSG00000230328		
3842	ENSG00000229541	GAPDHP26	glyceraldehyde 3 phosphate dehydrogenase pseudogene 26
3843	ENSG00000309798		
3844	ENSG00000185681	MORN5	MORN repeat containing 5
3845	ENSG00000303759		
3846	ENSG00000123171	CCDC70	coiled-coil domain containing 70
3847	ENSG00000211750	TRBV24-1	T cell receptor beta variable 24-1
3848	ENSG00000174015	CBY2	chibby family member 2
3849	ENSG00000127533	F2RL3	F2R like thrombin or trypsin receptor 3
3850	ENSG00000201033	RNU1-96P	RNA, U1 small nuclear 96, pseudogene
3851	ENSG00000201544	SNORA16B	small nucleolar RNA, H/ACA box 16B
3852	ENSG00000162771	GARIN4	golgi associated RAB2 interactor family member 4
3853	ENSG00000295969		
3854	ENSG00000222293	RNU2-36P	RNA, U2 small nuclear 36, pseudogene
3855	ENSG00000162670	BRINP3	BMP/retinoic acid inducible neural specific 3
3856	ENSG00000310145		
3857	ENSG00000307872		
3858	ENSG00000305075		
3859	ENSG00000276573		
3860	ENSG00000303149		
3861	ENSG00000226670	BCAS2P3	BCAS2 pseudogene 3
3862	ENSG00000309549		
3863	ENSG00000288842		
3864	ENSG00000234289	H2BC12L	H2B clustered histone 12 like
3865	ENSG00000300943		
3866	ENSG00000255727	LINC01489	long intergenic non-protein coding RNA 1489
3867	ENSG00000299197		
3868	ENSG00000297315		
3869	ENSG00000307415		
3870	ENSG00000291281	COL6A4P1	collagen type VI alpha 4 pseudogene 1
3871	ENSG00000172799	ZBTB8OSP2	zinc finger and BTB domain containing 8 opposite strand pseudogene 2
3872	ENSG00000307205		
3873	ENSG00000243771	RPL21P130	ribosomal protein L21 pseudogene 130
3874	ENSG00000302149		
3875	ENSG00000137078	SIT1	signaling threshold regulating transmembrane adaptor 1
3876	ENSG00000252290		
3877	ENSG00000296761		
3878	ENSG00000241451	RPS27P22	ribosomal protein S27 pseudogene 22
3879	ENSG00000294631		
3880	ENSG00000304480		
3881	ENSG00000242366	UGT1A8	UDP glucuronosyltransferase family 1 member A8
3882	ENSG00000239202	RN7SL499P	RNA, 7SL, cytoplasmic 499, pseudogene
3883	ENSG00000298586		
3884	ENSG00000309143		
3885	ENSG00000233073	GRM3-AS1	GRM3 antisense RNA 1
3886	ENSG00000234123	RHBDF1P1	RHBDF1 pseudogene 1
3887	ENSG00000260902	LINC02011	long intergenic non-protein coding RNA 2011
3888	ENSG00000288717		
3889	ENSG00000301441		
3890	ENSG00000309293		
3891	ENSG00000298930		
3892	ENSG00000264706	RN7SL217P	RNA, 7SL, cytoplasmic 217, pseudogene
3893	ENSG00000298202		
3894	ENSG00000229972	IQCF3	IQ motif containing F3
3895	ENSG00000214051	ARF4P3	ARF GTPase 4 pseudogene 3
3896	ENSG00000307597		
3897	ENSG00000298590		
3898	ENSG00000225007		
3899	ENSG00000275139		
3900	ENSG00000228189	LINC02843	long intergenic non-protein coding RNA 2843
3901	ENSG00000286419		
3902	ENSG00000307499		
3903	ENSG00000307004		
3904	ENSG00000212610	LOC124904666	small nucleolar RNA U3
3905	ENSG00000221673	LOC124904668	small nucleolar RNA U3
3906	ENSG00000302902		
3907	ENSG00000295640		
3908	ENSG00000266256	LINC00908	long intergenic non-protein coding RNA 908
3909	ENSG00000301994		
3910	ENSG00000277156	TOMM40P1	TOMM40 pseudogene 1
3911	ENSG00000286549		
3912	ENSG00000237864	LINC00322	long intergenic non-protein coding RNA 322
3913	ENSG00000310337		
3914	ENSG00000295849		
3915	ENSG00000256218		
3916	ENSG00000264971	PRR13P4	proline rich 13 pseudogene 4
3917	ENSG00000134042	MRO	maestro
3918	ENSG00000302005		
3919	ENSG00000188817	SNTN	sentan, cilia apical structure protein
3920	ENSG00000206043	C18orf63	chromosome 18 open reading frame 63
3921	ENSG00000301344		
3922	ENSG00000241860		
3923	ENSG00000207776	MIR551A	microRNA 551a
3924	ENSG00000301111		
3925	ENSG00000279124	IGSF3P1	IGSF3 pseudogene 1
3926	ENSG00000279099		
3927	ENSG00000231397		
3928	ENSG00000297917		
3929	ENSG00000295050		
3930	ENSG00000296894		
3931	ENSG00000232096	YPEL5P1	YPEL5 pseudogene 1
3932	ENSG00000303559		
3933	ENSG00000295393		
3934	ENSG00000224279	RPS29P31	ribosomal protein S29 pseudogene 31
3935	ENSG00000268062	SRP14P4	SRP14 pseudogene 4
3936	ENSG00000300905		
3937	ENSG00000304664		
3938	ENSG00000243055	GK-AS1	GK antisense RNA 1
3939	ENSG00000291123	H2BP1	H2B histone pseudogene 1
3940	ENSG00000228504	LINC01760	long intergenic non-protein coding RNA 1760
3941	ENSG00000304270		
3942	ENSG00000175097	RAG2	recombination activating 2
3943	ENSG00000225647	LOC105375448	uncharacterized LOC105375448
3944	ENSG00000201109	RNA5SP245	RNA, 5S ribosomal pseudogene 245
3945	ENSG00000237799	CICP11	capicua transcriptional repressor pseudogene 11
3946	ENSG00000232817	LOC101929050	uncharacterized LOC101929050
3947	ENSG00000309265		
3948	ENSG00000230386	LOC402279	glutamate metabotropic receptor 8 pseudogene
3949	ENSG00000120440	TTLL2	tubulin tyrosine ligase like 2
3950	ENSG00000310282	LOC124901445	uncharacterized LOC124901445
3951	ENSG00000301319		
3952	ENSG00000201807	LOC124900226	small nucleolar RNA SNORA27
3953	ENSG00000298836		
3954	ENSG00000199472	Y_RNA	Y RNA
3955	ENSG00000226249	LOC105378044	uncharacterized LOC105378044
3956	ENSG00000307120		
3957	ENSG00000310228		
3958	ENSG00000223174	RN7SKP17	RN7SK pseudogene 17
3959	ENSG00000259035		
3960	ENSG00000305891		
3961	ENSG00000096264	NCR2	natural cytotoxicity triggering receptor 2
3962	ENSG00000270800	RPS10-NUDT3	RPS10-NUDT3 readthrough
3963	ENSG00000211956	IGHV4-34	immunoglobulin heavy variable 4-34
3964	ENSG00000310024		
3965	ENSG00000310474		
3966	ENSG00000252237	RNU4-54P	RNA, U4 small nuclear 54, pseudogene
3967	ENSG00000298941		
3968	ENSG00000235523		
3969	ENSG00000263681	MIR3197	microRNA 3197
3970	ENSG00000259776	LOC105373223	uncharacterized LOC105373223
3971	ENSG00000298534		
3972	ENSG00000232687	RPL12P9	ribosomal protein L12 pseudogene 9
3973	ENSG00000302076		
3974	ENSG00000308454		
3975	ENSG00000294618		
3976	ENSG00000199349	Y_RNA	Y RNA
3977	ENSG00000232812	LINC01717	long intergenic non-protein coding RNA 1717
3978	ENSG00000198062	POTEH	POTE ankyrin domain family member H
3979	ENSG00000236794	BCRP8	BCR pseudogene 8
3980	ENSG00000294430		
3981	ENSG00000242066	RN7SL214P	RNA, 7SL, cytoplasmic 214, pseudogene
3982	ENSG00000294657		
3983	ENSG00000140274	DUOXA2	dual oxidase maturation factor 2
3984	ENSG00000287439		
3985	ENSG00000258489	LOC105370993	uncharacterized LOC105370993
3986	ENSG00000241187	RPL21P57	ribosomal protein L21 pseudogene 57
3987	ENSG00000043462	LCP2	lymphocyte cytosolic protein 2
3988	ENSG00000285605		
3989	ENSG00000275908		
3990	ENSG00000251066		
3991	ENSG00000301794		
3992	ENSG00000175749	EIF3KP1	eukaryotic translation initiation factor 3 subunit K pseudogene 1
3993	ENSG00000297117		
3994	ENSG00000298210		
3995	ENSG00000232943	GGCTP2	GGCT pseudogene 2
3996	ENSG00000229593	SUCLA2P3	SUCLA2 pseudogene 3
3997	ENSG00000301031		
3998	ENSG00000298874		
3999	ENSG00000234022	LOC105373440	uncharacterized LOC105373440
4000	ENSG00000293880		
4001	ENSG00000309587		
4002	ENSG00000182333	LIPF	lipase F, gastric type
4003	ENSG00000255126		
4004	ENSG00000294161		
4005	ENSG00000200754	Y_RNA	Y RNA
4006	ENSG00000273613	MIR6511A4	microRNA 6511a-4
4007	ENSG00000102970	CCL17	C-C motif chemokine ligand 17
4008	ENSG00000300223		
4009	ENSG00000290765		
4010	ENSG00000288907		
4011	ENSG00000297333		
4012	ENSG00000294973		
4013	ENSG00000249425	LINC02477	long intergenic non-protein coding RNA 2477
4014	ENSG00000264274	MIR4799	microRNA 4799
4015	ENSG00000249617		
4016	ENSG00000286150		
4017	ENSG00000283566	LOC100996792	dual specificity mitogen-activated protein kinase kinase 3 pseudogene
4018	ENSG00000213664	RPS16P8	ribosomal protein S16 pseudogene 8
4019	ENSG00000214860	EVPLL	envoplakin like
4020	ENSG00000251647	RMP24P1	RMP24 pseudogene 1
4021	ENSG00000279337		
4022	ENSG00000294463		
4023	ENSG00000254044		
4024	ENSG00000240966	RN7SL681P	RNA, 7SL, cytoplasmic 681, pseudogene
4025	ENSG00000263403	MIR4673	microRNA 4673
4026	ENSG00000199161	MIR126	microRNA 126
4027	ENSG00000235056		
4028	ENSG00000282836		
4029	ENSG00000267320		
4030	ENSG00000307164		
4031	ENSG00000295972		
4032	ENSG00000239099	RNU7-23P	RNA, U7 small nuclear 23 pseudogene
4033	ENSG00000304977		
4034	ENSG00000136696	IL36B	interleukin 36 beta
4035	ENSG00000297747		
4036	ENSG00000251188		
4037	ENSG00000273179	SPON2-AS1	SPON2 antisense RNA 1
4038	ENSG00000263125	ARL2BPP8	ARF like GTPase 2 binding protein pseudogene 8
4039	ENSG00000242207	HOXB-AS4	HOXB cluster antisense RNA 4
4040	ENSG00000309520		
4041	ENSG00000113889	KNG1	kininogen 1
4042	ENSG00000263887	USP32P4	ubiquitin specific peptidase 32 pseudogene 4
4043	ENSG00000212146	RNU6-910P	RNA, U6 small nuclear 910, pseudogene
4044	ENSG00000298578	LOC105371882	uncharacterized LOC105371882
4045	ENSG00000271587		
4046	ENSG00000273932	MIR6877	microRNA 6877
4047	ENSG00000295529		
4048	ENSG00000243305		
4049	ENSG00000230292	NAALADL2-AS3	NAALADL2 antisense RNA 3
4050	ENSG00000243165	RFKP6	RFK pseudogene 6
4051	ENSG00000241929	WDR70P1	WDR70 pseudogene 1
4052	ENSG00000234813		
4053	ENSG00000304441	LOC124902390	uncharacterized LOC124902390
4054	ENSG00000305161		
4055	ENSG00000287124		
4056	ENSG00000302024		
4057	ENSG00000265859	MIR5704	microRNA 5704
4058	ENSG00000255241		
4059	ENSG00000263863		
4060	ENSG00000265484	LOC105372187	uncharacterized LOC105372187
4061	ENSG00000295166		
4062	ENSG00000263800	MIR5684	microRNA 5684
4063	ENSG00000308467		
4064	ENSG00000229468	RPL39P18	ribosomal protein L39 pseudogene 18
4065	ENSG00000173769	TOPAZ1	testis and ovary specific TOPAZ 1
4066	ENSG00000295428		
4067	ENSG00000307323		
4068	ENSG00000206660	Y_RNA	Y RNA
4069	ENSG00000286948		
4070	ENSG00000229676	ZNF492	zinc finger protein 492
4071	ENSG00000261558	LINC01859	long intergenic non-protein coding RNA 1859
4072	ENSG00000222511	Y_RNA	Y RNA
4073	ENSG00000271264	MZT1P1	mitotic spindle organizing protein 1 pseudogene 1
4074	ENSG00000301549		
4075	ENSG00000289263		
4076	ENSG00000258272		
4077	ENSG00000281333	LOC105369885	uncharacterized LOC105369885
4078	ENSG00000310205		
4079	ENSG00000265393		
4080	ENSG00000237852		
4081	ENSG00000158639	PAGE5	PAGE family member 5
4082	ENSG00000237959	RPL36AP10	ribosomal protein L36a pseudogene 10
4083	ENSG00000214812	ARL8BP2	ARL8B pseudogene 2
4084	ENSG00000308067		
4085	ENSG00000252769	RNU6-943P	RNA, U6 small nuclear 943, pseudogene
4086	ENSG00000234564	HSPA8P20	heat shock protein family A (Hsp70) member 8 pseudogene 20
4087	ENSG00000287987		
4088	ENSG00000308042		
4089	ENSG00000288757		
4090	ENSG00000223953	C1QTNF5	C1q and TNF related 5
4091	ENSG00000235813		
4092	ENSG00000235052		
4093	ENSG00000261363		
4094	ENSG00000206938	RNU4-31P	RNA, U4 small nuclear 31, pseudogene
4095	ENSG00000307051		
4096	ENSG00000304865		
4097	ENSG00000291116	PLAC9P1	placenta associated 9 pseudogene 1
4098	ENSG00000299649		
4099	ENSG00000297781		
4100	ENSG00000304538	LOC124902554	uncharacterized LOC124902554
4101	ENSG00000224215	C10orf67-AS1	C10orf67 antisense RNA 1
4102	ENSG00000230153	LINC02927	long intergenic non-protein coding RNA 2927
4103	ENSG00000290742	SLC25A51P4	SLC25A51 pseudogene 4
4104	ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family member 2A1
4105	ENSG00000229723	LINC01054	long intergenic non-protein coding RNA 1054
4106	ENSG00000243254	RN7SL350P	RNA, 7SL, cytoplasmic 350, pseudogene
4107	ENSG00000305679		
4108	ENSG00000249014	HMGN2P4	high mobility group nucleosomal binding domain 2 pseudogene 4
4109	ENSG00000302607		
4110	ENSG00000127412	TRPV5	transient receptor potential cation channel subfamily V member 5
4111	ENSG00000180919	OR56B4	olfactory receptor family 56 subfamily B member 4
4112	ENSG00000280373		
4113	ENSG00000108242	CYP2C18	cytochrome P450 family 2 subfamily C member 18
4114	ENSG00000259666	LINGO1-AS1	LINGO1 antisense RNA 1
4115	ENSG00000308436		
4116	ENSG00000264515	VSTM2B-DT	VSTM2B divergent transcript
4117	ENSG00000231712	H3P5	H3 histone pseudogene 5
4118	ENSG00000234108	COX6A1P1	COX6A1 pseudogene 1
4119	ENSG00000228950		
4120	ENSG00000283337	LOC124902567	uncharacterized LOC124902567
4121	ENSG00000207712	MIR627	microRNA 627
